STT, Thời gian, Ngày tháng, TỔNG LƯU LƯỢNG 1, Tiêu thụ, LƯU LƯỢNG TỨC THỜI 1
 4821, 03:00:00 , 20/07/2024 3:00:00 SA ,         728600.5, 4.7      ,                  4.6
 4822, 04:00:00 , 20/07/2024 4:00:00 SA ,         728605.7, 5.2      ,                  5.1
 4823, 05:00:00 , 20/07/2024 5:00:00 SA ,         728612.4, 6.7      ,                  6.2
 4824, 06:00:00 , 20/07/2024 6:00:00 SA ,         728623.2, 10.8     ,                 10.2
 4825, 07:00:00 , 20/07/2024 7:00:00 SA ,         728643.8, 20.6     ,                 20.2
 4826, 08:00:00 , 20/07/2024 8:00:00 SA ,         728667.8, 24.0     ,                 24.3
 4827, 09:00:00 , 20/07/2024 9:00:00 SA ,         728689.9, 22.1     ,                 22.1
 4828, 10:00:00 , 20/07/2024 10:00:00 SA,         728711.9, 22.0     ,                 21.6
 4829, 11:00:00 , 20/07/2024 11:00:00 SA,         728734.3, 22.4     ,                 21.8
 4830, 12:00:00 , 20/07/2024 12:00:00 CH,         728755.9, 21.6     ,                 20.4
 4831, 13:00:00 , 20/07/2024 1:00:00 CH ,         728773.1, 17.3     ,                 16.1
 4832, 14:00:00 , 20/07/2024 2:00:00 CH ,         728786.8, 13.7     ,                 13.5
 4833, 15:00:00 , 20/07/2024 3:00:00 CH ,         728802.6, 15.8     ,                 15.1
 4834, 16:00:00 , 20/07/2024 4:00:00 CH ,         728820.1, 17.5     ,                 19.0
 4835, 17:00:00 , 20/07/2024 5:00:00 CH ,         728841.1, 21.0     ,                 21.2
 4836, 18:00:00 , 20/07/2024 6:00:00 CH ,         728868.5, 27.4     ,                 27.5
 4837, 19:00:00 , 20/07/2024 7:00:00 CH ,         728902.2, 33.7     ,                 33.1
 4838, 20:00:00 , 20/07/2024 8:00:00 CH ,         728931.5, 29.3     ,                 29.6
 4839, 21:00:00 , 20/07/2024 9:00:00 CH ,         728956.2, 24.7     ,                 24.3
 4840, 22:00:00 , 20/07/2024 10:00:00 CH,         728977.1, 20.9     ,                 21.2
 4841, 23:00:00 , 20/07/2024 11:00:00 CH,         728993.9, 16.8     ,                 17.0
 4842, 00:00:00 , 21/07/2024 12:00:00 SA,         729003.9, 10.0     ,                 10.3
 4843, 01:00:00 , 21/07/2024 1:00:00 SA ,         729010.0, 6.1      ,                  6.5
 4844, 02:00:00 , 21/07/2024 2:00:00 SA ,         729014.9, 4.9      ,                  4.8
 4845, 03:00:00 , 21/07/2024 3:00:00 SA ,         729019.5, 4.6      ,                  4.6
 4846, 04:00:00 , 21/07/2024 4:00:00 SA ,         729024.7, 5.2      ,                  5.0
 4847, 05:00:00 , 21/07/2024 5:00:00 SA ,         729031.8, 7.1      ,                  6.9
 4848, 06:00:00 , 21/07/2024 6:00:00 SA ,         729042.9, 11.1     ,                 10.5
 4849, 07:00:00 , 21/07/2024 7:00:00 SA ,         729060.4, 17.5     ,                 16.4
 4850, 08:00:00 , 21/07/2024 8:00:00 SA ,         729083.3, 22.9     ,                 22.5
 4851, 09:00:00 , 21/07/2024 9:00:00 SA ,         729108.5, 25.2     ,                 25.7
 4852, 10:00:00 , 21/07/2024 10:00:00 SA,         729132.1, 23.6     ,                 23.7
 4853, 11:00:00 , 21/07/2024 11:00:00 SA,         729158.9, 26.8     ,                 26.6
 4854, 12:00:00 , 21/07/2024 12:00:00 CH,         729182.1, 23.3     ,                 23.1
 4855, 13:00:00 , 21/07/2024 1:00:00 CH ,         729200.4, 18.3     ,                 19.0
 4856, 14:00:00 , 21/07/2024 2:00:00 CH ,         729214.6, 14.3     ,                 14.5
 4857, 15:00:00 , 21/07/2024 3:00:00 CH ,         729231.1, 16.5     ,                 16.1
 4858, 16:00:00 , 21/07/2024 4:00:00 CH ,         729249.9, 18.8     ,                 18.9
 4859, 17:00:00 , 21/07/2024 5:00:00 CH ,         729271.9, 22.0     ,                 22.3
 4860, 18:00:00 , 21/07/2024 6:00:00 CH ,         729299.2, 27.3     ,                 25.7
 4861, 19:00:00 , 21/07/2024 7:00:00 CH ,         729332.6, 33.4     ,                 33.1
 4862, 20:00:00 , 21/07/2024 8:00:00 CH ,         729360.1, 27.5     ,                 28.1
 4863, 21:00:00 , 21/07/2024 9:00:00 CH ,         729387.2, 27.1     ,                 27.1
 4864, 22:00:00 , 21/07/2024 10:00:00 CH,         729410.5, 23.3     ,                 23.5
 4865, 23:00:00 , 21/07/2024 11:00:00 CH,         729426.1, 15.6     ,                 16.1
 4866, 00:00:00 , 22/07/2024 12:00:00 SA,         729435.0, 8.9      ,                  9.4
 4867, 01:00:00 , 22/07/2024 1:00:00 SA ,         729440.5, 5.5      ,                  5.6
 4868, 02:00:00 , 22/07/2024 2:00:00 SA ,         729445.6, 5.1      ,                  5.0
 4869, 03:00:00 , 22/07/2024 3:00:00 SA ,         729450.2, 4.6      ,                  4.6
 4870, 04:00:00 , 22/07/2024 4:00:00 SA ,         729455.5, 5.3      ,                  5.2
 4871, 05:00:00 , 22/07/2024 5:00:00 SA ,         729462.6, 7.1      ,                  7.0
 4872, 06:00:00 , 22/07/2024 6:00:00 SA ,         729475.1, 12.5     ,                 12.0
 4873, 07:00:00 , 22/07/2024 7:00:00 SA ,         729498.6, 23.5     ,                 22.5
 4874, 08:00:00 , 22/07/2024 8:00:00 SA ,         729523.4, 24.8     ,                 25.6
 4875, 09:00:00 , 22/07/2024 9:00:00 SA ,         729544.6, 21.3     ,                 21.7
 4876, 10:00:00 , 22/07/2024 10:00:00 SA,         729563.5, 18.9     ,                 18.3
 4877, 11:00:00 , 22/07/2024 11:00:00 SA,         729583.4, 19.9     ,                 19.8
 4878, 12:00:00 , 22/07/2024 12:00:00 CH,         729604.5, 21.1     ,                 21.2
 4879, 13:00:00 , 22/07/2024 1:00:00 CH ,         729620.4, 15.9     ,                 16.2
 4880, 14:00:00 , 22/07/2024 2:00:00 CH ,         729633.1, 12.8     ,                 12.3
 4881, 15:00:00 , 22/07/2024 3:00:00 CH ,         729647.1, 14.0     ,                 14.6
 4882, 16:00:00 , 22/07/2024 4:00:00 CH ,         729661.8, 14.7     ,                 14.7
 4883, 17:00:00 , 22/07/2024 5:00:00 CH ,         729680.0, 18.2     ,                 18.5
 4884, 18:00:00 , 22/07/2024 6:00:00 CH ,         729708.1, 28.1     ,                 27.6
 4885, 19:00:00 , 22/07/2024 7:00:00 CH ,         729742.1, 34.0     ,                 34.2
 4886, 20:00:00 , 22/07/2024 8:00:00 CH ,         729771.3, 29.2     ,                 29.5
 4887, 21:00:00 , 22/07/2024 9:00:00 CH ,         729795.4, 24.1     ,                 24.9
 4888, 22:00:00 , 22/07/2024 10:00:00 CH,         729815.1, 19.8     ,                 20.4
 4889, 23:00:00 , 22/07/2024 11:00:00 CH,         729828.3, 13.2     ,                 13.4
 4890, 00:00:00 , 23/07/2024 12:00:00 SA,         729837.1, 8.8      ,                  9.3
 4891, 01:00:00 , 23/07/2024 1:00:00 SA ,         729844.0, 6.9      ,                  6.5
 4892, 02:00:00 , 23/07/2024 2:00:00 SA ,         729850.3, 6.3      ,                  6.3
 4893, 03:00:00 , 23/07/2024 3:00:00 SA ,         729856.2, 5.9      ,                  5.5
 4894, 04:00:00 , 23/07/2024 4:00:00 SA ,         729861.8, 5.6      ,                  5.6
 4895, 05:00:00 , 23/07/2024 5:00:00 SA ,         729868.5, 6.7      ,                  6.5
 4896, 06:00:00 , 23/07/2024 6:00:00 SA ,         729878.7, 10.2     ,                 10.0
 4897, 07:00:00 , 23/07/2024 7:00:00 SA ,         729894.2, 15.5     ,                 15.8
 4898, 08:00:00 , 23/07/2024 8:00:00 SA ,         729913.8, 19.6     ,                 18.9
 4899, 09:00:00 , 23/07/2024 9:00:00 SA ,         729932.0, 18.2     ,                 18.3
 4900, 10:00:00 , 23/07/2024 10:00:00 SA,         729949.8, 17.8     ,                 17.3
 4901, 11:00:00 , 23/07/2024 11:00:00 SA,         729970.0, 20.2     ,                 20.0
 4902, 12:00:00 , 23/07/2024 12:00:00 CH,         729989.6, 19.6     ,                 20.1
 4903, 13:00:00 , 23/07/2024 1:00:00 CH ,         730002.8, 13.2     ,                 13.9
 4904, 14:00:00 , 23/07/2024 2:00:00 CH ,         730014.8, 12.0     ,                 11.2
 4905, 15:00:00 , 23/07/2024 3:00:00 CH ,         730029.1, 14.3     ,                 14.9
 4906, 16:00:00 , 23/07/2024 4:00:00 CH ,         730045.1, 16.0     ,                 15.3
 4907, 17:00:00 , 23/07/2024 5:00:00 CH ,         730065.9, 20.8     ,                 20.1
 4908, 18:00:00 , 23/07/2024 6:00:00 CH ,         730095.1, 29.3     ,                 28.2
 4909, 19:00:00 , 23/07/2024 7:00:00 CH ,         730126.9, 31.8     ,                 31.3
 4910, 20:00:00 , 23/07/2024 8:00:00 CH ,         730151.0, 24.1     ,                 24.9
 4911, 21:00:00 , 23/07/2024 9:00:00 CH ,         730175.2, 24.2     ,                 25.4
 4912, 22:00:00 , 23/07/2024 10:00:00 CH,         730194.2, 19.0     ,                 19.6
 4913, 23:00:00 , 23/07/2024 11:00:00 CH,         730208.3, 14.1     ,                 13.6
 4914, 00:00:00 , 24/07/2024 12:00:00 SA,         730217.1, 8.8      ,                  9.3
 4915, 01:00:00 , 24/07/2024 1:00:00 SA ,         730223.9, 6.8      ,                  6.9
 4916, 02:00:00 , 24/07/2024 2:00:00 SA ,         730230.4, 6.5      ,                  6.9
 4917, 03:00:00 , 24/07/2024 3:00:00 SA ,         730236.3, 5.9      ,                  5.9
 4918, 04:00:00 , 24/07/2024 4:00:00 SA ,         730242.5, 6.2      ,                  6.2
 4919, 05:00:00 , 24/07/2024 5:00:00 SA ,         730250.4, 7.9      ,                  7.5
 4920, 06:00:00 , 24/07/2024 6:00:00 SA ,         730262.2, 11.8     ,                 11.9
 4921, 07:00:00 , 24/07/2024 7:00:00 SA ,         730281.5, 19.3     ,                 19.3
 4922, 08:00:00 , 24/07/2024 8:00:00 SA ,         730302.5, 21.0     ,                 20.8
 4923, 09:00:00 , 24/07/2024 9:00:00 SA ,         730321.7, 19.2     ,                 16.9
 4924, 10:00:00 , 24/07/2024 10:00:00 SA,         730340.2, 18.5     ,                 16.5
 4925, 11:00:00 , 24/07/2024 11:00:00 SA,         730363.7, 23.5     ,                 23.4
 4926, 12:00:00 , 24/07/2024 12:00:00 CH,         730384.6, 20.9     ,                 22.3
 4927, 13:00:00 , 24/07/2024 1:00:00 CH ,         730402.2, 17.6     ,                 17.9
 4928, 14:00:00 , 24/07/2024 2:00:00 CH ,         730415.9, 13.7     ,                 13.6
 4929, 15:00:00 , 24/07/2024 3:00:00 CH ,         730431.4, 15.5     ,                 15.5
 4930, 16:00:00 , 24/07/2024 4:00:00 CH ,         730447.7, 16.3     ,                 16.4
 4931, 17:00:00 , 24/07/2024 5:00:00 CH ,         730469.1, 21.4     ,                 20.3
 4932, 18:00:00 , 24/07/2024 6:00:00 CH ,         730497.2, 28.1     ,                 29.0
 4933, 19:00:00 , 24/07/2024 7:00:00 CH ,         730531.9, 34.7     ,                 34.2
 4934, 20:00:00 , 24/07/2024 8:00:00 CH ,         730562.8, 30.9     ,                 31.2
 4935, 21:00:00 , 24/07/2024 9:00:00 CH ,         730590.9, 28.1     ,                 27.6
 4936, 22:00:00 , 24/07/2024 10:00:00 CH,         730613.2, 22.3     ,                 21.6
 4937, 23:00:00 , 24/07/2024 11:00:00 CH,         730631.3, 18.1     ,                 18.9
 4938, 00:00:00 , 25/07/2024 12:00:00 SA,         730642.6, 11.3     ,                 11.4
 4939, 01:00:00 , 25/07/2024 1:00:00 SA ,         730649.7, 7.1      ,                  7.5
 4940, 02:00:00 , 25/07/2024 2:00:00 SA ,         730656.0, 6.3      ,                  6.1
 4941, 03:00:00 , 25/07/2024 3:00:00 SA ,         730662.0, 6.0      ,                  5.9
 4942, 04:00:00 , 25/07/2024 4:00:00 SA ,         730668.5, 6.5      ,                  6.5
 4943, 05:00:00 , 25/07/2024 5:00:00 SA ,         730676.8, 8.3      ,                  8.3
 4944, 06:00:00 , 25/07/2024 6:00:00 SA ,         730690.0, 13.2     ,                 13.0
 4945, 07:00:00 , 25/07/2024 7:00:00 SA ,         730711.8, 21.8     ,                 22.4
 4946, 08:00:00 , 25/07/2024 8:00:00 SA ,         730733.8, 22.0     ,                 21.5
 4947, 09:00:00 , 25/07/2024 9:00:00 SA ,         730751.1, 17.3     ,                 16.4
 4948, 10:00:00 , 25/07/2024 10:00:00 SA,         730770.0, 18.9     ,                 18.2
 4949, 11:00:00 , 25/07/2024 11:00:00 SA,         730791.3, 21.3     ,                 21.8
 4950, 12:00:00 , 25/07/2024 12:00:00 CH,         730811.8, 20.5     ,                 20.8
 4951, 13:00:00 , 25/07/2024 1:00:00 CH ,         730830.6, 18.8     ,                 18.5
 4952, 14:00:00 , 25/07/2024 2:00:00 CH ,         730844.6, 14.0     ,                 14.3
 4953, 15:00:00 , 25/07/2024 3:00:00 CH ,         730861.4, 16.8     ,                 17.4
 4954, 16:00:00 , 25/07/2024 4:00:00 CH ,         730876.6, 15.3     ,                 15.0
 4955, 17:00:00 , 25/07/2024 5:00:00 CH ,         730897.3, 20.7     ,                 19.8
 4956, 18:00:00 , 25/07/2024 6:00:00 CH ,         730926.5, 29.2     ,                 29.2
 4957, 19:00:00 , 25/07/2024 7:00:00 CH ,         730959.4, 32.9     ,                 32.1
 4958, 20:00:00 , 25/07/2024 8:00:00 CH ,         730991.5, 32.1     ,                 32.1
 4959, 21:00:00 , 25/07/2024 9:00:00 CH ,         731017.6, 26.1     ,                 25.1
 4960, 22:00:00 , 25/07/2024 10:00:00 CH,         731038.5, 20.9     ,                 20.4
 4961, 23:00:00 , 25/07/2024 11:00:00 CH,         731054.4, 15.9     ,                 16.9
 4962, 00:00:00 , 26/07/2024 12:00:00 SA,         731064.3, 9.9      ,                  9.9
 4963, 01:00:00 , 26/07/2024 1:00:00 SA ,         731070.4, 6.1      ,                  6.2
 4964, 02:00:00 , 26/07/2024 2:00:00 SA ,         731075.9, 5.5      ,                  5.3
 4965, 03:00:00 , 26/07/2024 3:00:00 SA ,         731080.7, 4.8      ,                  4.6
 4966, 04:00:00 , 26/07/2024 4:00:00 SA ,         731085.7, 5.0      ,                  4.8
 4967, 05:00:00 , 26/07/2024 5:00:00 SA ,         731092.3, 6.6      ,                  6.7
 4968, 06:00:00 , 26/07/2024 6:00:00 SA ,         731104.8, 12.5     ,                 12.2
 4969, 07:00:00 , 26/07/2024 7:00:00 SA ,         731129.8, 25.0     ,                 25.0
 4970, 08:00:00 , 26/07/2024 8:00:00 SA ,         731156.2, 26.4     ,                 26.6
 4971, 09:00:00 , 26/07/2024 9:00:00 SA ,         731181.1, 24.9     ,                 25.9
 4972, 10:00:00 , 26/07/2024 10:00:00 SA,         731204.5, 23.4     ,                 21.5
 4973, 11:00:00 , 26/07/2024 11:00:00 SA,         731230.7, 26.2     ,                 25.7
 4974, 12:00:00 , 26/07/2024 12:00:00 CH,         731257.6, 26.9     ,                 26.2
 4975, 13:00:00 , 26/07/2024 1:00:00 CH ,         731279.1, 21.5     ,                 21.4
 4976, 14:00:00 , 26/07/2024 2:00:00 CH ,         731296.1, 17.0     ,                 17.0
 4977, 15:00:00 , 26/07/2024 3:00:00 CH ,         731312.4, 16.3     ,                 16.9
 4978, 16:00:00 , 26/07/2024 4:00:00 CH ,         731329.1, 16.8     ,                 15.7
 4979, 17:00:00 , 26/07/2024 5:00:00 CH ,         731349.5, 20.4     ,                 20.2
 4980, 18:00:00 , 26/07/2024 6:00:00 CH ,         731378.4, 28.9     ,                 28.3
 4981, 19:00:00 , 26/07/2024 7:00:00 CH ,         731418.4, 40.0     ,                 38.7
 4982, 20:00:00 , 26/07/2024 8:00:00 CH ,         731452.6, 34.3     ,                 35.1
 4983, 21:00:00 , 26/07/2024 9:00:00 CH ,         731478.8, 26.2     ,                 26.7
 4984, 22:00:00 , 26/07/2024 10:00:00 CH,         731503.4, 24.6     ,                 25.3
 4985, 23:00:00 , 26/07/2024 11:00:00 CH,         731521.6, 18.3     ,                 19.0
 4986, 00:00:00 , 27/07/2024 12:00:00 SA,         731533.3, 11.7     ,                 11.9
 4987, 01:00:00 , 27/07/2024 1:00:00 SA ,         731540.6, 7.3      ,                  7.3
 4988, 02:00:00 , 27/07/2024 2:00:00 SA ,         731546.3, 5.7      ,                  5.8
 4989, 03:00:00 , 27/07/2024 3:00:00 SA ,         731551.8, 5.5      ,                  5.4
 4990, 04:00:00 , 27/07/2024 4:00:00 SA ,         731557.4, 5.6      ,                  5.4
 4991, 05:00:00 , 27/07/2024 5:00:00 SA ,         731564.6, 7.3      ,                  7.1
 4992, 06:00:00 , 27/07/2024 6:00:00 SA ,         731577.9, 13.3     ,                 13.0
 4993, 07:00:00 , 27/07/2024 7:00:00 SA ,         731602.6, 24.8     ,                 23.8
 4994, 08:00:00 , 27/07/2024 8:00:00 SA ,         731631.3, 28.7     ,                 28.6
 4995, 09:00:00 , 27/07/2024 9:00:00 SA ,         731656.8, 25.5     ,                 26.5
 4996, 10:00:00 , 27/07/2024 10:00:00 SA,         731681.2, 24.4     ,                 23.7
 4997, 11:00:00 , 27/07/2024 11:00:00 SA,         731710.1, 28.9     ,                 29.2
 4998, 12:00:00 , 27/07/2024 12:00:00 CH,         731734.3, 24.2     ,                 23.7
 4999, 13:00:00 , 27/07/2024 1:00:00 CH ,         731752.8, 18.5     ,                 19.6
 5000, 14:00:00 , 27/07/2024 2:00:00 CH ,         731768.1, 15.3     ,                 15.3
 5001, 15:00:00 , 27/07/2024 3:00:00 CH ,         731784.4, 16.3     ,                 16.4
 5002, 16:00:00 , 27/07/2024 4:00:00 CH ,         731802.8, 18.4     ,                 18.2
 5003, 17:00:00 , 27/07/2024 5:00:00 CH ,         731823.8, 21.0     ,                 20.0
 5004, 18:00:00 , 27/07/2024 6:00:00 CH ,         731851.3, 27.5     ,                 27.5
 5005, 19:00:00 , 27/07/2024 7:00:00 CH ,         731887.6, 36.3     ,                 36.7
 5006, 20:00:00 , 27/07/2024 8:00:00 CH ,         731916.9, 29.3     ,                 29.0
 5007, 21:00:00 , 27/07/2024 9:00:00 CH ,         731940.1, 23.3     ,                 23.1
 5008, 22:00:00 , 27/07/2024 10:00:00 CH,         731959.6, 19.5     ,                 18.5
 5009, 23:00:00 , 27/07/2024 11:00:00 CH,         731976.2, 16.6     ,                 16.7
 5010, 00:00:00 , 28/07/2024 12:00:00 SA,         731986.5, 10.3     ,                 10.5
 5011, 01:00:00 , 28/07/2024 1:00:00 SA ,         731992.8, 6.3      ,                  6.4
 5012, 02:00:00 , 28/07/2024 2:00:00 SA ,         731998.2, 5.4      ,                  5.2
 5013, 03:00:00 , 28/07/2024 3:00:00 SA ,         732003.0, 4.8      ,                  4.8
 5014, 04:00:00 , 28/07/2024 4:00:00 SA ,         732008.5, 5.5      ,                  5.4
 5015, 05:00:00 , 28/07/2024 5:00:00 SA ,         732015.6, 7.1      ,                  6.8
 5016, 06:00:00 , 28/07/2024 6:00:00 SA ,         732025.2, 9.6      ,                  9.7
 5017, 07:00:00 , 28/07/2024 7:00:00 SA ,         732041.3, 16.1     ,                 15.7
 5018, 08:00:00 , 28/07/2024 8:00:00 SA ,         732060.7, 19.4     ,                 18.3
 5019, 09:00:00 , 28/07/2024 9:00:00 SA ,         732082.5, 21.8     ,                 21.3
 5020, 10:00:00 , 28/07/2024 10:00:00 SA,         732104.1, 21.6     ,                 22.2
 5021, 11:00:00 , 28/07/2024 11:00:00 SA,         732128.0, 23.9     ,                 23.5
 5022, 12:00:00 , 28/07/2024 12:00:00 CH,         732150.3, 22.3     ,                 20.5
 5023, 13:00:00 , 28/07/2024 1:00:00 CH ,         732169.1, 18.8     ,                 19.2
 5024, 14:00:00 , 28/07/2024 2:00:00 CH ,         732183.5, 14.4     ,                 14.1
 5025, 15:00:00 , 28/07/2024 3:00:00 CH ,         732198.8, 15.3     ,                 15.0
 5026, 16:00:00 , 28/07/2024 4:00:00 CH ,         732219.4, 20.6     ,                 20.1
 5027, 17:00:00 , 28/07/2024 5:00:00 CH ,         732242.1, 22.8     ,                 21.4
 5028, 18:00:00 , 28/07/2024 6:00:00 CH ,         732269.6, 27.5     ,                 25.8
 5029, 19:00:00 , 28/07/2024 7:00:00 CH ,         732302.9, 33.3     ,                 34.7
 5030, 20:00:00 , 28/07/2024 8:00:00 CH ,         732330.9, 28.0     ,                 26.9
 5031, 21:00:00 , 28/07/2024 9:00:00 CH ,         732353.3, 22.4     ,                 22.4
 5032, 22:00:00 , 28/07/2024 10:00:00 CH,         732374.0, 20.7     ,                 21.6
 5033, 23:00:00 , 28/07/2024 11:00:00 CH,         732390.0, 16.0     ,                 16.4
 5034, 00:00:00 , 29/07/2024 12:00:00 SA,         732399.4, 9.4      ,                  9.6
 5035, 01:00:00 , 29/07/2024 1:00:00 SA ,         732405.4, 6.0      ,                  6.3
 5036, 02:00:00 , 29/07/2024 2:00:00 SA ,         732410.5, 5.1      ,                  5.3
 5037, 03:00:00 , 29/07/2024 3:00:00 SA ,         732415.7, 5.2      ,                  5.2
 5038, 04:00:00 , 29/07/2024 4:00:00 SA ,         732421.3, 5.6      ,                  5.6
 5039, 05:00:00 , 29/07/2024 5:00:00 SA ,         732428.2, 6.9      ,                  7.3
 5040, 06:00:00 , 29/07/2024 6:00:00 SA ,         732439.4, 11.2     ,                 10.3
 5041, 07:00:00 , 29/07/2024 7:00:00 SA ,         732459.7, 20.3     ,                 21.3
 5042, 08:00:00 , 29/07/2024 8:00:00 SA ,         732481.5, 21.8     ,                 22.2
 5043, 09:00:00 , 29/07/2024 9:00:00 SA ,         732501.7, 20.2     ,                 20.4
 5044, 10:00:00 , 29/07/2024 10:00:00 SA,         732519.5, 17.8     ,                 17.9
 5045, 11:00:00 , 29/07/2024 11:00:00 SA,         732541.3, 21.8     ,                 21.5
 5046, 12:00:00 , 29/07/2024 12:00:00 CH,         732562.4, 21.1     ,                 21.0
 5047, 13:00:00 , 29/07/2024 1:00:00 CH ,         732579.5, 17.1     ,                 15.9
 5048, 14:00:00 , 29/07/2024 2:00:00 CH ,         732592.9, 13.4     ,                 13.8
 5049, 15:00:00 , 29/07/2024 3:00:00 CH ,         732606.7, 13.8     ,                 14.3
 5050, 16:00:00 , 29/07/2024 4:00:00 CH ,         732621.0, 14.3     ,                 13.3
 5051, 17:00:00 , 29/07/2024 5:00:00 CH ,         732639.9, 18.9     ,                 19.3
 5052, 18:00:00 , 29/07/2024 6:00:00 CH ,         732668.6, 28.8     ,                 28.8
 5053, 19:00:00 , 29/07/2024 7:00:00 CH ,         732702.9, 34.3     ,                 34.5
 5054, 20:00:00 , 29/07/2024 8:00:00 CH ,         732730.8, 27.9     ,                 29.2
 5055, 21:00:00 , 29/07/2024 9:00:00 CH ,         732755.8, 25.0     ,                 24.8
 5056, 22:00:00 , 29/07/2024 10:00:00 CH,         732776.5, 20.7     ,                 20.0
 5057, 23:00:00 , 29/07/2024 11:00:00 CH,         732792.2, 15.7     ,                 17.4
 5058, 00:00:00 , 30/07/2024 12:00:00 SA,         732801.9, 9.7      ,                  9.8
 5059, 01:00:00 , 30/07/2024 1:00:00 SA ,         732808.6, 6.8      ,                  6.7
 5060, 02:00:00 , 30/07/2024 2:00:00 SA ,         732814.6, 6.0      ,                  6.1
 5061, 03:00:00 , 30/07/2024 3:00:00 SA ,         732820.2, 5.6      ,                  5.4
 5062, 04:00:00 , 30/07/2024 4:00:00 SA ,         732825.9, 5.7      ,                  6.0
 5063, 05:00:00 , 30/07/2024 5:00:00 SA ,         732833.4, 7.5      ,                  7.0
 5064, 06:00:00 , 30/07/2024 6:00:00 SA ,         732845.3, 11.9     ,                 11.7
 5065, 07:00:00 , 30/07/2024 7:00:00 SA ,         732865.8, 20.5     ,                 19.7
 5066, 08:00:00 , 30/07/2024 8:00:00 SA ,         732887.8, 22.0     ,                 21.5
 5067, 09:00:00 , 30/07/2024 9:00:00 SA ,         732908.0, 20.2     ,                 19.8
 5068, 10:00:00 , 30/07/2024 10:00:00 SA,         732926.5, 18.5     ,                 18.4
 5069, 11:00:00 , 30/07/2024 11:00:00 SA,         732948.5, 22.0     ,                 21.7
 5070, 12:00:00 , 30/07/2024 12:00:00 CH,         732970.4, 21.9     ,                 21.5
 5071, 13:00:00 , 30/07/2024 1:00:00 CH ,         732987.5, 17.1     ,                 17.8
 5072, 14:00:00 , 30/07/2024 2:00:00 CH ,         733000.5, 13.0     ,                 12.9
 5073, 15:00:00 , 30/07/2024 3:00:00 CH ,         733014.3, 13.8     ,                 13.8
 5074, 16:00:00 , 30/07/2024 4:00:00 CH ,         733029.3, 15.0     ,                 15.1
 5075, 17:00:00 , 30/07/2024 5:00:00 CH ,         733051.7, 22.4     ,                 21.9
 5076, 18:00:00 , 30/07/2024 6:00:00 CH ,         733082.0, 30.3     ,                 30.2
 5077, 19:00:00 , 30/07/2024 7:00:00 CH ,         733113.2, 31.2     ,                 31.1
 5078, 20:00:00 , 30/07/2024 8:00:00 CH ,         733142.0, 28.8     ,                 28.8
 5079, 21:00:00 , 30/07/2024 9:00:00 CH ,         733167.7, 25.7     ,                 26.8
 5080, 22:00:00 , 30/07/2024 10:00:00 CH,         733188.9, 21.2     ,                 22.0
 5081, 23:00:00 , 30/07/2024 11:00:00 CH,         733205.1, 16.3     ,                 16.8
 5082, 00:00:00 , 31/07/2024 12:00:00 SA,         733215.7, 10.6     ,                 10.6
 5083, 01:00:00 , 31/07/2024 1:00:00 SA ,         733222.8, 7.1      ,                  7.2
 5084, 02:00:00 , 31/07/2024 2:00:00 SA ,         733228.5, 5.7      ,                  5.9
 5085, 03:00:00 , 31/07/2024 3:00:00 SA ,         733233.9, 5.4      ,                  5.2
 5086, 04:00:00 , 31/07/2024 4:00:00 SA ,         733239.4, 5.5      ,                  5.5
 5087, 05:00:00 , 31/07/2024 5:00:00 SA ,         733246.5, 7.1      ,                  7.4
 5088, 06:00:00 , 31/07/2024 6:00:00 SA ,         733257.6, 11.1     ,                 10.6
 5089, 07:00:00 , 31/07/2024 7:00:00 SA ,         733278.7, 21.1     ,                 21.9
 5090, 08:00:00 , 31/07/2024 8:00:00 SA ,         733300.7, 22.0     ,                 21.9
 5091, 09:00:00 , 31/07/2024 9:00:00 SA ,         733319.6, 18.9     ,                 18.7
 5092, 10:00:00 , 31/07/2024 10:00:00 SA,         733339.5, 19.9     ,                 20.0
 5093, 11:00:00 , 31/07/2024 11:00:00 SA,         733360.3, 20.8     ,                 20.4
 5094, 12:00:00 , 31/07/2024 12:00:00 CH,         733382.5, 22.2     ,                 21.5
 5095, 13:00:00 , 31/07/2024 1:00:00 CH ,         733399.2, 16.7     ,                 17.3
 5096, 14:00:00 , 31/07/2024 2:00:00 CH ,         733412.4, 13.2     ,                 12.4
 5097, 15:00:00 , 31/07/2024 3:00:00 CH ,         733425.9, 13.5     ,                 13.6
 5098, 16:00:00 , 31/07/2024 4:00:00 CH ,         733441.8, 15.9     ,                 15.7
 5099, 17:00:00 , 31/07/2024 5:00:00 CH ,         733462.3, 20.5     ,                 20.3
 5100, 18:00:00 , 31/07/2024 6:00:00 CH ,         733489.2, 26.9     ,                 26.6
 5101, 19:00:00 , 31/07/2024 7:00:00 CH ,         733522.0, 32.8     ,                 33.7
 5102, 20:00:00 , 31/07/2024 8:00:00 CH ,         733552.5, 30.5     ,                 30.6
 5103, 21:00:00 , 31/07/2024 9:00:00 CH ,         733577.7, 25.2     ,                 26.6
 5104, 22:00:00 , 31/07/2024 10:00:00 CH,         733599.0, 21.3     ,                 21.9
 5105, 23:00:00 , 31/07/2024 11:00:00 CH,         733615.6, 16.6     ,                 17.4
