STT,Thời gian,Ngày tháng,ÁP LỰC 1,TỔNG LƯU LƯỢNG 1,Tiêu thụ,LƯU LƯỢNG TỨC THỜI 1
285,21:00:00,12/01/2024 9:00:00 CH,,168183.5,6.8,7.2
286,22:00:00,12/01/2024 10:00:00 CH,,168189.7,6.2,6.3
287,23:00:00,12/01/2024 11:00:00 CH,,168194,4.3,4.1
288,0:00:00,13/01/2024 12:00:00 SA,,168195.8,1.8,1.8
289,1:00:00,13/01/2024 1:00:00 SA,,168197.2,1.4,1.4
290,2:00:00,13/01/2024 2:00:00 SA,,168198.5,1.3,1.1
291,3:00:00,13/01/2024 3:00:00 SA,,168199.8,1.3,1.2
292,4:00:00,13/01/2024 4:00:00 SA,,168201.1,1.3,1.3
293,5:00:00,13/01/2024 5:00:00 SA,,168203,1.9,1.9
294,6:00:00,13/01/2024 6:00:00 SA,,168206.7,3.7,3.2
295,7:00:00,13/01/2024 7:00:00 SA,,168213.1,6.4,6.7
296,8:00:00,13/01/2024 8:00:00 SA,,168219,5.9,5.4
297,9:00:00,13/01/2024 9:00:00 SA,,168223.4,4.4,4.3
298,10:00:00,13/01/2024 10:00:00 SA,,168230.3,6.9,6.9
299,11:00:00,13/01/2024 11:00:00 SA,,168236.6,6.3,6.4
300,12:00:00,13/01/2024 12:00:00 CH,,168241.8,5.2,5.2
301,13:00:00,13/01/2024 1:00:00 CH,,168246.1,4.3,4.1
302,14:00:00,13/01/2024 2:00:00 CH,,168250,3.9,4
303,15:00:00,13/01/2024 3:00:00 CH,,168255.5,5.5,5.5
304,16:00:00,13/01/2024 4:00:00 CH,,168260.6,5.1,5
305,17:00:00,13/01/2024 5:00:00 CH,,168265.2,4.6,4.2
306,18:00:00,13/01/2024 6:00:00 CH,,168272.9,7.7,7
307,19:00:00,13/01/2024 7:00:00 CH,,168281.5,8.6,9.2
308,20:00:00,13/01/2024 8:00:00 CH,,168288.2,6.7,6.9
309,21:00:00,13/01/2024 9:00:00 CH,,168293.8,5.6,5.6
310,22:00:00,13/01/2024 10:00:00 CH,,168298.5,4.7,4.5
311,23:00:00,13/01/2024 11:00:00 CH,,168303.2,4.7,4.8
312,0:00:00,14/01/2024 12:00:00 SA,,168305.8,2.6,2.4
313,1:00:00,14/01/2024 1:00:00 SA,,168307.1,1.3,1.4
314,2:00:00,14/01/2024 2:00:00 SA,,168308.4,1.3,1.3
315,3:00:00,14/01/2024 3:00:00 SA,,168309.6,1.2,1.3
316,4:00:00,14/01/2024 4:00:00 SA,,168310.9,1.3,1.3
317,5:00:00,14/01/2024 5:00:00 SA,,168312.6,1.7,1.7
318,6:00:00,14/01/2024 6:00:00 SA,,168315,2.4,2.8
319,7:00:00,14/01/2024 7:00:00 SA,,168318.8,3.8,3.6
320,8:00:00,14/01/2024 8:00:00 SA,,168323.6,4.8,4.6
321,9:00:00,14/01/2024 9:00:00 SA,,168328.9,5.3,5.2
322,10:00:00,14/01/2024 10:00:00 SA,,168334.5,5.6,5.2
323,11:00:00,14/01/2024 11:00:00 SA,,168340.2,5.7,6.2
324,12:00:00,14/01/2024 12:00:00 CH,,168345.1,4.9,5
325,13:00:00,14/01/2024 1:00:00 CH,,168350,4.9,4.7
326,14:00:00,14/01/2024 2:00:00 CH,,168354.5,4.5,4.3
327,15:00:00,14/01/2024 3:00:00 CH,,168359.2,4.7,4.7
328,16:00:00,14/01/2024 4:00:00 CH,,168364.5,5.3,5
329,17:00:00,14/01/2024 5:00:00 CH,,168371.6,7.1,6.9
330,18:00:00,14/01/2024 6:00:00 CH,,168379.6,8,7.7
331,19:00:00,14/01/2024 7:00:00 CH,,168388.5,8.9,9
332,20:00:00,14/01/2024 8:00:00 CH,,168396.3,7.8,7.6
333,21:00:00,14/01/2024 9:00:00 CH,,168402.8,6.5,6.5
334,22:00:00,14/01/2024 10:00:00 CH,,168407.3,4.5,4.6
335,23:00:00,14/01/2024 11:00:00 CH,,168411,3.7,3.9
336,0:00:00,15/01/2024 12:00:00 SA,,168413.1,2.1,2.1
337,1:00:00,15/01/2024 1:00:00 SA,,168414.7,1.6,1.5
338,2:00:00,15/01/2024 2:00:00 SA,,168416.2,1.5,1.3
339,3:00:00,15/01/2024 3:00:00 SA,,168417.6,1.4,1.3
340,4:00:00,15/01/2024 4:00:00 SA,,168419,1.4,1.3
341,5:00:00,15/01/2024 5:00:00 SA,,168421,2,1.9
342,6:00:00,15/01/2024 6:00:00 SA,,168424.1,3.1,3.3
343,7:00:00,15/01/2024 7:00:00 SA,,168431.2,7.1,7.3
344,8:00:00,15/01/2024 8:00:00 SA,,168437.8,6.6,6.4
345,9:00:00,15/01/2024 9:00:00 SA,,168443,5.2,4.9
346,10:00:00,15/01/2024 10:00:00 SA,,168450.2,7.2,7
347,11:00:00,15/01/2024 11:00:00 SA,,168455.6,5.4,5.3
348,12:00:00,15/01/2024 12:00:00 CH,,168461.5,5.9,5.6
349,13:00:00,15/01/2024 1:00:00 CH,,168467.6,6.1,6.3
350,14:00:00,15/01/2024 2:00:00 CH,,168474.4,6.8,6.3
351,15:00:00,15/01/2024 3:00:00 CH,,168478.9,4.5,4.4
352,16:00:00,15/01/2024 4:00:00 CH,,168483.8,4.9,5
353,17:00:00,15/01/2024 5:00:00 CH,,168489.8,6,6.1
354,18:00:00,15/01/2024 6:00:00 CH,,168497.5,7.7,7.4
355,19:00:00,15/01/2024 7:00:00 CH,,168507.3,9.8,9.9
356,20:00:00,15/01/2024 8:00:00 CH,,168515.8,8.5,8.3
357,21:00:00,15/01/2024 9:00:00 CH,,168524,8.2,8.5
358,22:00:00,15/01/2024 10:00:00 CH,,168531.2,7.2,7.7
359,23:00:00,15/01/2024 11:00:00 CH,,168536.4,5.2,5.2
360,0:00:00,16/01/2024 12:00:00 SA,,168538.8,2.4,2.5
361,1:00:00,16/01/2024 1:00:00 SA,,168540.4,1.6,1.5
362,2:00:00,16/01/2024 2:00:00 SA,,168541.5,1.1,1.1
363,3:00:00,16/01/2024 3:00:00 SA,,168542.7,1.2,1
364,4:00:00,16/01/2024 4:00:00 SA,,168544,1.3,1.3
365,5:00:00,16/01/2024 5:00:00 SA,,168545.6,1.6,1.8
366,6:00:00,16/01/2024 6:00:00 SA,,168548.5,2.9,2.6
